Training ID,原始採購品名,標準品名,大類,子類,資料型態,主要材料,建議規格欄位,常用單位,Scope 3候選類別,排放係數匹配關鍵字,資料品質,訓練備註,適用產業
RP-0482,113年度1L-58.8度福鶴千禧酒禮盒及提袋,113年度1L-58.8度福鶴千禧酒禮盒及提袋,紙品／印刷／包材,"紙漿,紙及紙產品;印刷品及相關的商品",公開決標採購品名,"紙漿,紙及紙產品;印刷品及相關的商品",採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,113年度1L-58.8度福鶴千禧酒禮盒及提袋 / 紙漿 / 紙及紙產品 / 印刷品及相關的商品 / 包材印刷 / 紙品 / 印刷 / 包材 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=BDM-1-70617938；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,包材印刷
RP-0483,屏東榮民總醫院112年資本門設備乙案(彩色光譜電腦斷層+高壓注射器+病患生理監視器),屏東榮民總醫院112年資本門設備乙案(彩色光譜電腦斷層+高壓注射器+病患生理監視器),醫療用品／藥品,"醫療,外科及矯形設備",公開決標採購品名,"醫療,外科及矯形設備",採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,屏東榮民總醫院112年資本門設備乙案(彩色光譜電腦斷層+高壓注射器+病患生理監視器) / 醫療 / 外科及矯形設備 / 醫療生技 / 醫療用品 / 藥品 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=BDM-2-70342317；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,醫療生技
RP-0484,屏東榮民總醫院常備衛材等8項,屏東榮民總醫院常備衛材等8項,醫療用品／藥品,醫藥產品,公開決標採購品名,醫藥產品,採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,屏東榮民總醫院常備衛材等8項 / 醫藥產品 / 醫療生技 / 醫療用品 / 藥品 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=BDM-2-70451805；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,醫療生技
RP-0485,11號變電站4.16kV高壓配電盤(含安裝、測試及教育訓練等),11號變電站4.16kV高壓配電盤(含安裝、測試及教育訓練等),電力設備／電材,其他電力設備及零件,公開決標採購品名,其他電力設備及零件,採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,11號變電站4.16kV高壓配電盤(含安裝、測試及教育訓練等) / 其他電力設備及零件 / 電機電控 / 電力設備 / 電材 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=BDM-2-70488247；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,電機電控
RP-0486,豬肉等8類計194項食材(開口契約),豬肉等8類計194項食材(開口契約),食品／農產,"肉類,魚,果實,蔬菜,及油脂",公開決標採購品名,"肉類,魚,果實,蔬菜,及油脂",採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,豬肉等8類計194項食材(開口契約) / 肉類 / 魚 / 果實 / 蔬菜 / 及油脂 / 食品農產 / 食品 / 農產 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=BDM-2-70559592；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,食品農產
RP-0487,豬肉等8類計194項食材(開口契約)(本次招標2類),豬肉等8類計194項食材(開口契約)(本次招標2類),食品／農產,"肉類,魚,果實,蔬菜,及油脂",公開決標採購品名,"肉類,魚,果實,蔬菜,及油脂",採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,豬肉等8類計194項食材(開口契約)(本次招標2類) / 肉類 / 魚 / 果實 / 蔬菜 / 及油脂 / 食品農產 / 食品 / 農產 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=BDM-2-70585300；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,食品農產
RP-0488,2024金門老兵召集令活動規劃及執行委託案(第2次),2024金門老兵召集令活動規劃及執行委託案(第2次),家具／紡織用品,除服裝以外之紡織品,公開決標採購品名,除服裝以外之紡織品,採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,2024金門老兵召集令活動規劃及執行委託案(第2次) / 除服裝以外之紡織品 / 民生製造 / 家具 / 紡織用品 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=BDM-2-70595639；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,民生製造
RP-0489,第十/十一蒸餾工場除鐵劑一批(De-metalagentfortopping10/11unit)等一批,第十/十一蒸餾工場除鐵劑一批(De-metalagentfortopping10/11unit)等,化學品／塑橡膠,基本化學產品,公開決標採購品名,基本化學產品,採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,第十/十一蒸餾工場除鐵劑一批(De-metalagentfortopping10/11unit)等 / 基本化學產品 / 化工塑橡膠 / 化學品 / 塑橡膠 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=BDM-2-70605905；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,化工塑橡膠
RP-0490,檢測儀器用氣體一批,檢測儀器用氣體,儀器／光學設備,基本化學產品,公開決標採購品名,基本化學產品,採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,檢測儀器用氣體 / 基本化學產品 / 儀器光電 / 儀器 / 光學設備 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=BDM-2-70606807；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,儀器光電
RP-0491,南非分行行舍租賃採購案,南非分行行舍租賃,其他財物,建地及相關土地,公開決標採購品名,建地及相關土地,採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,南非分行行舍租賃 / 建地及相關土地 / 其他產業 / 其他財物 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=BDM-2-70610634；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,其他產業
RP-0492,耐優捷凝膠人工骨泥-0.5ml(或同等品)等5項案,耐優捷凝膠人工骨泥-0.5ml(或同等品)等5項案,醫療用品／藥品,醫藥產品,公開決標採購品名,醫藥產品,採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,耐優捷凝膠人工骨泥-0.5ml(或同等品)等5項案 / 醫藥產品 / 醫療生技 / 醫療用品 / 藥品 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=BDM-2-70612999；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,醫療生技
RP-0495,花蓮縣鳳林國小113年度已達汰換年限之汰舊換新身心障礙學生交通車(含升降設備),花蓮縣鳳林國小113年度已達汰換年限之汰舊換新身心障礙學生交通車(含升降設備),車輛／運輸設備,"機動車,拖車,半拖車;車輛機件",公開決標採購品名,"機動車,拖車,半拖車;車輛機件",採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,花蓮縣鳳林國小113年度已達汰換年限之汰舊換新身心障礙學生交通車(含升降設備) / 機動車 / 拖車 / 半拖車 / 車輛機件 / 運輸設備 / 車輛 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=NAI-1-70614628；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,運輸設備
RP-0496,113學年度同富國中學區午餐暨幼兒園點心食材供應商聯合採購案,113學年度同富國中學區午餐暨幼兒園點心食材供應商聯合,食品／農產,"肉類,魚,果實,蔬菜,及油脂",公開決標採購品名,"肉類,魚,果實,蔬菜,及油脂",採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,113學年度同富國中學區午餐暨幼兒園點心食材供應商聯合 / 肉類 / 魚 / 果實 / 蔬菜 / 及油脂 / 食品農產 / 食品 / 農產 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=NAI-1-70614648；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,食品農產
RP-0497,團隊運動訓練生理監控穿戴裝置系統、移動心電圖/心肺測量系統、加壓阻力運動訓練系統,團隊運動訓練生理監控穿戴裝置系統、移動心電圖/心肺測量系統、加壓阻力運動訓練系統,醫療用品／藥品,"醫療,外科及矯形設備",公開決標採購品名,"醫療,外科及矯形設備",採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,團隊運動訓練生理監控穿戴裝置系統、移動心電圖/心肺測量系統、加壓阻力運動訓練系統 / 醫療 / 外科及矯形設備 / 醫療生技 / 醫療用品 / 藥品 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=NAI-1-70614670；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,醫療生技
RP-0498,植入性抗菌引流導管等2項單價開口契約,植入性抗菌引流導管等2項單價開口契約,醫療用品／藥品,醫藥產品,公開決標採購品名,醫藥產品,採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,植入性抗菌引流導管等2項單價開口契約 / 醫藥產品 / 醫療生技 / 醫療用品 / 藥品 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=NAI-1-70614671；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,醫療生技
RP-0499,肱骨髓內釘系統組等6項單價開口契約,肱骨髓內釘系統組等6項單價開口契約,醫療用品／藥品,醫藥產品,公開決標採購品名,醫藥產品,採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,肱骨髓內釘系統組等6項單價開口契約 / 醫藥產品 / 醫療生技 / 醫療用品 / 藥品 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=NAI-1-70614672；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,醫療生技
RP-0500,113年校園無線網路基地台設備採購案,113年校園無線網路基地台設備,資訊設備／軟體,計算機及其零件與配件,公開決標採購品名,計算機及其零件與配件,採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,113年校園無線網路基地台設備 / 計算機及其零件與配件 / 資訊電子 / 資訊設備 / 軟體 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=NAI-1-70614675；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,資訊電子
RP-0501,錐形滾柱軸承外環等4項採購,錐形滾柱軸承外環等4項採購,其他財物,鐵路及電車軌道之機車及其零件,公開決標採購品名,鐵路及電車軌道之機車及其零件,採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,錐形滾柱軸承外環等4項採購 / 鐵路及電車軌道之機車及其零件 / 其他產業 / 其他財物 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=NAI-1-70614680；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,其他產業
RP-0502,駐米蘭辦事處採購館車,駐米蘭辦事處採購館車,車輛／運輸設備,"機動車,拖車,半拖車;車輛機件",公開決標採購品名,"機動車,拖車,半拖車;車輛機件",採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,駐米蘭辦事處採購館車 / 機動車 / 拖車 / 半拖車 / 車輛機件 / 運輸設備 / 車輛 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=NAI-1-70614687；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,運輸設備
RP-0503,鋼材用料長期合約採購,鋼材用料長期合約採購,金屬／五金,結構金屬產品及其零件,公開決標採購品名,結構金屬產品及其零件,採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,鋼材用料長期合約採購 / 結構金屬產品及其零件 / 金屬加工 / 金屬 / 五金 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=NAI-1-70614719；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,金屬加工
RP-0504,渦電流磁場式探傷器壹批,渦電流磁場式探傷器,儀器／光學設備,做為測量、檢查、航行及其他目的用之儀器和裝置，除光學儀器;工業程序控制設備;上述各項之零件及附件,公開決標採購品名,做為測量、檢查、航行及其他目的用之儀器和裝置，除光學儀器;工業程序控制設備;上述各項之零件及附件,採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,渦電流磁場式探傷器 / 做為測量、檢查、航行及其他目的用之儀器和裝置 / 除光學儀器 / 工業程序控制設備 / 上述各項之零件及附件 / 儀器光電 / 儀器 / 光學設備 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=NAI-1-70614721；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,儀器光電
RP-0506,汐止E/S等11所12組蓄電池採購暨汰換安裝,汐止E/S等11所12組蓄電池採購暨汰換安裝,電力設備／電材,其他電力設備及零件,公開決標採購品名,其他電力設備及零件,採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,汐止E/S等11所12組蓄電池採購暨汰換安裝 / 其他電力設備及零件 / 電機電控 / 電力設備 / 電材 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=NAI-1-70614726；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,電機電控
RP-0507,113年度中型身心障礙學生交通車採購案,113年度中型身心障礙學生交通車,車輛／運輸設備,"機動車,拖車,半拖車;車輛機件",公開決標採購品名,"機動車,拖車,半拖車;車輛機件",採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,113年度中型身心障礙學生交通車 / 機動車 / 拖車 / 半拖車 / 車輛機件 / 運輸設備 / 車輛 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=NAI-1-70614731；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,運輸設備
